title,author,release_date,page_count,language,publisher,genre,format,reviews,ratings,description,avg_score,ibsn,link
The Bandit King. Lampião of Brazil,Billy Jaynes Chandler,2000-06-30,276,angielski,Texas A & M University Press,"biografia, autobiografia, pamiętnik",papier,0,0,"What Jesse James was to the United States, Lampião was to Brazil, and then some. With a band that at times numbered a hundred or more, this notorious bandit confronted state armies on more than equal terms and cowed political bosses, virtually dominating large sections of his native northeastern backlands during the 1920s and 1930s. Although Lampião was often brutal and merciless, his occasional acts of compassion, together with his exploits, have made him a folk figure in Brazil.Based on contemporary news accounts, archival materials, and extensive interviews by the author, this book presents the first systematic and reliable account of the famed desperado.Examining Lampião’s career from his boyhood in Pernambuco to his death at Angicos, Chandler sorts fact from fiction and places the bandit in the context of the backlands, where in the early part of this century becoming a cangaceiro (bandit) was as natural and attractive to the son of a tenant or small farmer as taking a degree in law or medicine was for the sons of the Recife or Salvador elite. Chandler sees Lampião and other cangaceiros as the inevitable products of a lawless society in which frontier conditions reminiscent of the American West persisted far into the twentieth century.","0,0",9780890961940,https://lubimyczytac.pl/ksiazka/5130994/the-bandit-king-lampiao-of-brazil
The Bandit King. Lampião of Brazil,Billy Jaynes Chandler,2000-06-30,276,angielski,Texas A & M University Press,"biografia, autobiografia, pamiętnik",papier,0,0,"What Jesse James was to the United States, Lampião was to Brazil, and then some. With a band that at times numbered a hundred or more, this notorious bandit confronted state armies on more than equal terms and cowed political bosses, virtually dominating large sections of his native northeastern backlands during the 1920s and 1930s. Although Lampião was often brutal and merciless, his occasional acts of compassion, together with his exploits, have made him a folk figure in Brazil.Based on contemporary news accounts, archival materials, and extensive interviews by the author, this book presents the first systematic and reliable account of the famed desperado.Examining Lampião’s career from his boyhood in Pernambuco to his death at Angicos, Chandler sorts fact from fiction and places the bandit in the context of the backlands, where in the early part of this century becoming a cangaceiro (bandit) was as natural and attractive to the son of a tenant or small farmer as taking a degree in law or medicine was for the sons of the Recife or Salvador elite. Chandler sees Lampião and other cangaceiros as the inevitable products of a lawless society in which frontier conditions reminiscent of the American West persisted far into the twentieth century.","0,0",9780890961940,https://lubimyczytac.pl/ksiazka/5130994/the-bandit-king-lampiao-of-brazil
The Last Man on the Moon: Astronaut Eugene Cernan and America's Race in Space,Eugene Cernan,2000-07-01,384,angielski,St. Martin's Griffin,"biografia, autobiografia, pamiętnik",papier,1,0,"The basis of the 2014 award-winning feature-length documentary! A revealing and dramatic look at the inside of the American Space Program from one of its pioneers.Eugene Cernan was a unique American who came of age as an astronaut during the most exciting and dangerous decade of spaceflight. His career spanned the entire Gemini and Apollo programs, from being the first person to spacewalk all the way around our world to the moment when he left man's last footprint on the Moon as commander of Apollo 17.Between those two historic events lay more adventures than an ordinary person could imagine as Cernan repeatedly put his life, his family and everything he held dear on the altar of an obsessive desire. Written with New York Times bestselling author Don Davis, The Last Man on the Moon is the astronaut story never before told - about the fear, love and sacrifice demanded of the few men who dared to reach beyond the heavens for the biggest prize of all - the Moon.","6,0",9780312263515,https://lubimyczytac.pl/ksiazka/4997968/the-last-man-on-the-moon-astronaut-eugene-cernan-and-america-s-race-in-space
Ofensywa bombowa,Arthur Harris,2000-07-12,278,polski,Bellona,"biografia, autobiografia, pamiętnik",papier,1,1,"Można się spierać, czy autor tej książki należał do największych dowodców drugiej wojny światowej, lecz z pewnością był jednym z najbardziej kontrowersyjnych. Zalety, z których słynął, to odwaga, zdecydowanie, zdrowy rozsądek, wybitne zdolności kierownicze i dar wymowy. Można do nich dodać poczucie humoru, głeboką odpowiedzialność, która kazała ludziom zapomnieć o jego chwilowych atakach irytacji.","10,0",8311091366,https://lubimyczytac.pl/ksiazka/4980554/ofensywa-bombowa
Najszczęśliwsi na świecie,Elizabeth Sherrill,2000-08-04,209,polski,Dabar,"biografia, autobiografia, pamiętnik",papier,2,1,Ta książka nie posiada jeszcze opisu.,"8,5",9788374921572,https://lubimyczytac.pl/ksiazka/4950124/najszczesliwsi-na-swiecie
Szlacheckie ostatki,Tadeusz Czaplicki,2000-08-16,410,polski,Instytut Wydawniczy PAX,"biografia, autobiografia, pamiętnik",papier,1,0,"Szlacheckie ostatki nie są wspomnieniową opowieścią o „pańskich” zabawach i zapustach, ale o rzeczywistych, niekiedy dramatycznych dziejach ziemiaństwa polskiego w dwudziestym wieku. Chociaż – dodajmy – o balach, wieczorkach tańcujących i polowaniach mówi się w tej książce wiele. To, co Autor widział i przeżył, co w pamięci jego i rodziny jest wciąż żywe – przywołuje na kartach Szlacheckich ostatków, nie dążąc ani do wielkich uogólnień, ani do historycznych czy socjologicznych analiz. Jego celem jest przekazania młodemu pokoleniu Polaków wiedzy o tym, czego był świadkiem, a co jest tylko fragmentem losów polskich w dwudziestym wieku – fragmentem, który nie powinien odejść w zapomnienie.","7,0",83-211-1308-7,https://lubimyczytac.pl/ksiazka/144324/szlacheckie-ostatki
Akta Rozbitka,Luis Mateo Diez,2000-08-30,216,polski,Prószyński i S-ka,"biografia, autobiografia, pamiętnik",papier,11,1,"Młody archiwista Urzędu miejskiego przypadkiem znajduje wśród sterty zakurzonych akt tajemniczy list-przesłanie pracującego tu przed laty Alejandra Saelicesa, rozpoczyna prywatne śledztwo, pragnąc poznać losy swojego poprzednika. Przenika do poetyckiego undergroundu miasta, a podczas nocnych wędrówek po knajpach i podejrzanych zaułkach poznaje członków sekretnego stowarzyszenia poetów, maniaków i pomyleńców, opętanych wizją twórczego życia. Odurzony alkoholem i zarażony szaleństwem nowych przyjaciół, w czasie swych eskapad weryfikuje sądy na temat ludzi, szczęścia i nieszczęścia, przeżywa burzliwy romans, styka się ze śmiercią - a wszystko to ma go naprowadzić na trop poety-rozbitka, po którym wszelki ślad zaginął...","5,6",83-7255-714-4,https://lubimyczytac.pl/ksiazka/68015/akta-rozbitka
Kwaśniewski: pójdźmy dalej,Andrzej Machejek,2000-09-01,194,polski,Hamal Books,"biografia, autobiografia, pamiętnik",papier,1,0,"Drugi wywiad-rzeka z Aleksandrem Kwaśniewski, zrealizowany w 2000 roku, po pierwszej, 5-letniej kadencji, przez autorów książki ""Nie lubię tracić czasu""","6,0",8386289589,https://lubimyczytac.pl/ksiazka/5113453/kwasniewski-pojdzmy-dalej
Eine Kindheit in Warschau,Isaac Bashevis Singer,2000-09-01,160,niemiecki,Deutscher Taschenbuch Verlag,"biografia, autobiografia, pamiętnik",papier,1,0,"Im Haus Nr. 10 in der Krochmalna, einer Straße im Warschauer Judenviertel, verbringt Isaac B. Singer den größten Teil seiner Kindheit. In der Erinnerung an diese Zeit werden Menschen und Dinge lebendig, die auch in den Werken des späteren Literatur-Nobelpreisträgers wiederkehren: sein Vater, der Rabbi, Richter und geistliches Oberhaupt in einer Person war, die praktisch denkende Mutter, der »abtrünnige« Bruder Joshua, dessen fortschrittliche Ansichten großen Einfluss auf den kleinen Isaac ausübten, jüdische Händler, eine alte Waschfrau, die Freunde, mit denen er leidenschaftlich Geschichten erfand. Aber auch von Schwierigkeiten, Elend und Armut ist die Rede ...","8,0",9783423128155,https://lubimyczytac.pl/ksiazka/218455/eine-kindheit-in-warschau
Catfish and Mandala: A Two-Wheeled Voyage Through the Landscape and Memory of Vietnam,Andrew X. Pham,2000-09-02,,angielski,Picador,"biografia, autobiografia, pamiętnik",papier,1,0,Ta książka nie posiada jeszcze opisu.,"4,0",,https://lubimyczytac.pl/ksiazka/4812871/catfish-and-mandala-a-two-wheeled-voyage-through-the-landscape-and-memory-of-vietnam
Zespół TOR,Barbara Hollender,2000-09-13,285,polski,Prószyński i S-ka,"biografia, autobiografia, pamiętnik",papier,2,0,"O powstałym w 1976 roku Zespole Filmowym ""Tor"" opowiadają jego twórcy i współpracownicy. Uczestnikami fascynującej rozmowy, ułożonej z zebranych przez autorki wypowiedzi artystów - bo taka jest forma książki - są: Stanisław Różewicz, Krzysztof Zanussi, Krzysztof Kieślowski, Wojciech Marczewski, Filip Bajon, Edward Żebrowski, Krzysztof Piesiewicz i wielu innych. Mówiąc, często w sposób bardzo osobisty, o własnej pracy i życiu, kreślą oni barwny i sugestywny obraz niezwykłej instytucji kulturalnej, której trwały dorobek stanowią tak wybitne filmy jak: Rejs, Iluminacja, Barwy ochronne, Amator, Dekalog, Podwójne życie Weroniki, Trzy kolory: niebieski, biały, czerwony, Ucieczka z kina Wolność...","5,5",8372556598,https://lubimyczytac.pl/ksiazka/163967/zespol-tor
プラトニック・セックス,Ai Iijima,2000-10-01,256,japoński,Shogakukan,"biografia, autobiografia, pamiętnik",papier,1,0,14才で家出をしてからシンナー、同棲、レイプ未遂といった激しい少女期を経て、ホステス時代、AV出演、そして整形とあらゆる経験をしたタレント飯島愛が初めて書き下ろした衝撃の単行本。当時の感動の日記も含む。,"6,0",9784093792073,https://lubimyczytac.pl/ksiazka/5168441/-
Mój Fellini,Bernardino Zapponi,2000-10-02,172,polski,Prószyński i S-ka,"biografia, autobiografia, pamiętnik",papier,14,2,"Autorem tej książki jest Bernardino Zapponi, długoletni współpracownik i bliski przyjaciel Felliniego, który napisał wraz z nim scenariusze do licznych filmów (m.in. Satyricon, Klowni, Rzym, Casanova i Miasto kobiet.)Barwnie opisuje on, jak poszukiwali natchnienia w dziwacznych miejscach, spotykali się z nietuzinkowymi ludźmi, wspólnie analizowali lektury i jak w wyniku tych działań powstawały genialne pomysły uwiecznione na celuloidowej taśmie. Czytelnik tych oryginalnych wspomnień dowie się, dlaczego Fellini uwielbiał olbrzymki, nienawidził Casanovy, a wyrafinowaną sztuczność cenił bardziej od banalnej rzeczywistości. Mój Fellini to bardzo osobista, pełna ciekawych anegdot opowieść scenarzysty o wielkim reżyserze. Interesujące szczegóły dotyczące niepowtarzalnego stylu, tajników warsztatu Felliniego mieszają się tu ze wzruszającymi wspomnieniami, które w lekki, ""impresjonistyczny"" sposób malują portret Mistrza.","5,7",83-7255-658-X,https://lubimyczytac.pl/ksiazka/103860/moj-fellini
Tainted Life,Marc Almond,2000-10-06,480,angielski,PAN BOOKS,"biografia, autobiografia, pamiętnik",papier,1,0,Autobiografia,"8,0",0330372017,https://lubimyczytac.pl/ksiazka/5032007/tainted-life
Who's Crazee Now? My Autobiography,Noddy Holder,2000-10-07,250,angielski,Ebury Press,"biografia, autobiografia, pamiętnik",papier,1,0,"As the flamboyant lead singer of Slade, Noddy Holder was one of Britain's best loved rock stars in the 1970s, always easily recognisable by his electrifying singing voice, his thick Midland's accent - and his shiny mirrored hat. In Who's Crazee Now? he tells his fascinating life story for the first time.","8,0",009187503X,https://lubimyczytac.pl/ksiazka/4876960/who-s-crazee-now-my-autobiography
Sting,Christopher Sandford,2000-10-10,350,polski,C&T Crime & Thriller,"biografia, autobiografia, pamiętnik",papier,3,0,Ta książka nie posiada jeszcze opisu.,"6,7",8387498521,https://lubimyczytac.pl/ksiazka/228875/sting
Spielberg. Nieautoryzowana biografia,John Baxter,2000-10-10,592,polski,Europa,"biografia, autobiografia, pamiętnik",papier,10,2,"Kariera Stevena Spielberga to spełniony american dream - sen o tym, jak zostać bogatym, podziwianym i ubóstwianym.John Baxter przez wiele lat śledził życie Spielberga. Powstała barwna opowieść, pełna anegdot i ciekawostek.","6,2",8385336788,https://lubimyczytac.pl/ksiazka/128512/spielberg-nieautoryzowana-biografia
Na dnie i w toni,Antoni Dębski,2000-10-15,250,polski,TICAL,"biografia, autobiografia, pamiętnik",papier,3,0,"Życiorys Antka Dębskiego wystarczyłby na kilka filmów sensacyjnych, nie tylko z dziedziny nurkowania. Mało kto wie, że pewne pionierskie osiągnięcia zarówno w dziedzinie nurkowań głębokowodnych, jak i habitatów są dziełem garstki Polaków, w dodatku działających wbrew ówczesnemu ustrojowi.Książka opowiada po prostu o faktach, bez upiększania i przesady - ale nie można się od niej oderwać. Nieszablonowe osoby, trudne czasy, ludzka odwaga, upór dały w efekcie Meduzę, Meduzę II, Anne Marie czy Delfina, ciekawe nurkowania i odkrycia.","6,7",8391452700,https://lubimyczytac.pl/ksiazka/4812533/na-dnie-i-w-toni
The Unabridged Journals of Sylvia Plath,Sylvia Plath,2000-10-17,768,angielski,Anchor Books,"biografia, autobiografia, pamiętnik",papier,7,1,"A major literary event–the complete, uncensored journals of Sylvia Plath, published in their entirety for the first time.Sylvia Plath’s journals were originally published in 1982 in a heavily abridged version authorized by Plath’s husband, Ted Hughes. This new edition is an exact and complete transcription of the diaries Plath kept during the last twelve years of her life. Sixty percent of the book is material that has never before been made public, more fully revealing the intensity of the poet’s personal and literary struggles, and providing fresh insight into both her frequent desperation and the bravery with which she faced down her demons. The Unabridged Journals of Sylvia Plath is essential reading for all who have been moved and fascinated by Plath’s life and work.","7,7",9780385720250,https://lubimyczytac.pl/ksiazka/170013/the-unabridged-journals-of-sylvia-plath
